number ,clean_text,airsentiment_line_x,Polarity,Analysis
9959,yesterday delayed six hours w lil no explanation paid lots 2 fly w u amp u treat ur customers,negative,-0.1027,Neutral
9960,nothing issues fly w u w travel vacation awful,negative,-0.4588,Neutral
9961,update passbook passes gate changes,neutral,0,Neutral
9962,customer service fail todays experience ensure best never utilize,negative,0.5106,Positive
9963,hold 40 mins cancelled flight reservation afternoon another way web tells call,negative,-0.25,Neutral
9964,suggest failures make huge donation uso charlotte nc provided great customer service today unlike,negative,0.5267,Positive
9965,concerned gate attendants c26 afternoon nocommunication nocrew http co hfjyn2vtvj,negative,0,Neutral
9966,2nd plane forced get due mech wait 3rd need housing meals stt need help b4 arrive stt please,negative,0.25,Neutral
9967,need actual person customer relations refund call dispute charge credit card,negative,-0.0258,Neutral
9968,2nd attempt call us airways dividend miles 52 minutes no help hung usairways bs http co giennyqn22,negative,-0.3089,Neutral
9969,claudoakeshott not need link getting person u say u not know bags lost nonstop phx jfk,negative,0.2411,Neutral
9970,absolute crap week,negative,-0.3818,Neutral
9971,got transf dividend miles need change flight grandma passed need change ticket asap update wait time,neutral,0,Neutral
9972,trying get partner pnr spent 1 hour hold know snowing somewhere awful,negative,-0.4588,Neutral
9973,phone hour waiting customer service got wrong fight information cost us 6 hours trip frustrating,negative,-0.8225,Negative
9974,says luggage hold almost 3 5 hrs hung 3x http co dr5octp1dy,negative,0,Neutral
9975,cancelled flight every flight not,negative,-0.25,Neutral
9976,usairways reservation phone number working called 10x last 3 days gotten,negative,0.0772,Neutral
9977,gold dividends member not get anyone phone handle cancelled flighted american flight tonight,negative,-0.25,Neutral
9978,really nigga ur fuck boy,negative,-0.5809,Negative
9979,sympathize weather issues times get tough call folks two hours hold 4 minute fix fail,negative,-0.6124,Negative
9980,told supervisor not guarantee empty seats standby passengers flights cancelled flightled sell,neutral,-0.2842,Neutral
9981,plane ground longer air us5235,negative,0,Neutral
9982,failed day long blame,negative,-0.6908,Negative
9983,contact number corporate baggage office phoenix,neutral,0.0772,Neutral
9984,1 hour counting hold http co clob5qwmxr,negative,0,Neutral
9985,cancelled flighted amp rescheduled flight amp still getting updates amp not find current flight account http co 8je1h3666w,negative,-0.25,Neutral
9986,hour plane knowing maint issue ahead time announced another 30 mins r plane,negative,0,Neutral
9987,according wtop dca seems recovering nicely yesterday snow cancelled flightling flights,negative,0.2263,Neutral
9988,cancelled flightled flight avail flight phl today u said sold buy 2nd ticket u need refund,negative,-0.25,Neutral
9989,seriously service issues right decide tweet unbelievable,negative,0.0258,Neutral
9990,flight 4210 sitting bradley airport gate 27 10 min w door open since arrived still no jet bridge someone help,negative,0.128,Neutral
9991,new f dfw clt morning great job well done,positive,0.7351,Positive
9992,board plane knowing maint issue us5235,negative,0,Neutral
9993,livery back day http co eeqwvammiy,neutral,0,Neutral
9994,waiting day atl since flight cancelled flightled 1 standby told no seats group 15 shows late flight gets phl,negative,-0.4939,Neutral
9995,link not work,negative,0,Neutral
9996,spent 1 5 hours line trying get flight home tonight cancelled flightled hour late flightr not even snowing dca,negative,-0.25,Neutral
9997,flight 838 leaving 6 hour mechanical delay need lodging voucher meals tonight st thomas see,negative,-0.3182,Neutral
9998,care elaborate cha dca cancelled flightled evening,negative,0.296,Neutral
9999,help im falling one planes,negative,0.2732,Neutral
10000,worst flying experience guys need better,negative,-0.296,Neutral
10001,going miss connection flight home delayed no gate agent get us plane frustrated,negative,-0.7964,Negative
10002,never flying guys customer service awful,negative,-0.4588,Neutral
10003,telling man theres no flights next 10 hrs no standby nothing no options trying get sick child firevan,negative,-0.7015,Negative
10004,missing connection due delay las told not looking good tmrw either stuck clt help,negative,-0.6377,Negative
10005,ur employee named van ticket counter philadelphia extremely rude father trying get home sick kid missed flight,negative,-0.8313,Negative
10006,not stupid done web development 19 yrs issue confirmed support website,negative,0.6679,Positive
10007,no offers provide us hotel anything flight 19 hours away,negative,-0.296,Neutral
10008,hang starting think personal,negative,0,Neutral
10009,painless effortless flight indy phl flight attendant tory fantastic give lady raise asap,positive,0.7003,Positive
10010,140 characters yea right thanks patronizing,negative,0.4404,Neutral
10011,30 min delay mechanics replace rivets 30 mins late flightr turns mechanics wrong size rivets 35 mins pathetic,negative,-0.8442,Negative
10012,would love could get wife home sometime soon stuck orlando stuck philly long,negative,0.296,Neutral
10013,churn rate increasing second,negative,0,Neutral
10014,hold reservations desk 3 hours help,negative,0.4019,Neutral
10015,service philly unacceptable look better service 16 yr old shouldnt hard time http co wdaktmr7mj,negative,0.0505,Neutral
10016,not phl btv today made deplane sunday not know maintenance available,negative,0,Neutral
10017,things non delayed flights na get shit together get,negative,-0.6705,Negative
10018,today no reason 4 anyone not approve merger airlines no reason fear losing business u,negative,-0.5223,Negative
10019,look better service,neutral,0.4404,Neutral
10020,customer service philly deplorable rude amp unprofessional gate agents delays amp cancelled flightations takingthistothetop,negative,-0.8074,Negative
10021,flights dfw cancelled flightled today,neutral,-0.25,Neutral
10022,look better service,negative,0.4404,Neutral
10023,mobile app horrible needs major overhaul,negative,-0.5423,Negative
10024,get better employees,negative,0.4404,Neutral
10025,stuck tarmac 30 mins phl waiting someone load baggage ridiculous http co brcsjbxg2s,negative,-0.5423,Negative
10026,next time promise ontime departure stick instead stuffing us sweat box no air,negative,0.0258,Neutral
10027,mrrenevendez trying contact 24 hours already yesterday waited 7 hours today 5 http co gn30p75kqb,negative,0,Neutral
10028,yes horrible snow seriously not hire people answer phones competitor call back numbers,negative,-0.3612,Neutral
10029,pet policy,neutral,0,Neutral
10030,final count 3 hours 24 minutes hold told need log u airways website nothing else done,negative,0,Neutral
10031,come scoop,neutral,0.1531,Neutral
10032,4 hrs counting today alone like not things accomplish today keep holding,negative,-0.21,Neutral
10033,claudoakeshott link works pls nothing complete frustration w usair last 12 hrs,negative,0.4318,Neutral
10034,link not work mobile,negative,0,Neutral
10035,used aadvantage number connected usairways booked tickets friends benefit account,neutral,0.7506,Positive
10036,quit cheap hire call center employees not take half day call,negative,0,Neutral
10037,usairways cancelled flighted rescheduled said would pay 75 earlier flight next gate today delta proactively offered 0,negative,-0.34,Neutral
10038,corybronze inconvenience people freaking nuts guy two kids strand airport fail,negative,-0.8779,Negative
10039,delayed flight phil stt looks like miss car ferry john lodging help housing,negative,0.4019,Neutral
10040,thehaileytate another blatant lie,negative,0,Neutral
10041,round two worst airline ever,negative,-0.6249,Negative
10042,trying get representative 7 hours aboout cancelled flightled flight simply given,negative,-0.25,Neutral
10043,josephtreis ca not believe advice call customer service hold 3 hrs morning finally gave,negative,0,Neutral
10044,pretty upset drove philly mhtt still no info bags deal,negative,-0.1531,Neutral
10045,comcast airlines 2hrs35minonhold,negative,0,Neutral
10046,no thank responsive amp found alternate travel home,negative,-0.4973,Neutral
10047,luggage contents destroyed outbound trip last week amp inbound lastnight philadelphia careless,negative,-0.6908,Negative
10048,planes sitting no one going home usairwaysfail http co jn3v3k3qgv,negative,-0.296,Neutral
10049,josephtreis dont bother dont pick phone worst customer service going,negative,0.652,Positive
10050,overloads small plane extra baggage take poor execution 4435 75 minute delay,negative,-0.6597,Negative
10051,might possibly worst airline ever think time brush customer service sorude,negative,-0.6249,Negative
10052,embarrassed us air inability manage weather delays handling 4435 example,negative,-0.6369,Negative
10053,bags flight 1898 clt jfk landed last night midnight,negative,0,Neutral
10054,not impressed customer service everyone unhelpful incredibly rude,negative,-0.7047,Negative
10055,45 minutes moved two feet bze http co awgjkjiiac,negative,0,Neutral
10056,hold 2 hours 54 minutes going,negative,0,Neutral
10057,not even accepting calls come,negative,-0.2924,Neutral
10058,worst customer service ever,negative,-0.6249,Negative
10059,three hour delay miami london none flights today delayed put another flight,negative,-0.1615,Neutral
10060,no extreme weather miami pick phone hire people,negative,-0.296,Neutral
10061,2 hours 14 minutes hold counting thanks help customerservice brutal http co vskxyamnom,negative,0.128,Neutral
10062,uh yeah flight boarded amp 1 hr late flightr still sit update 4435 dca,negative,0.296,Neutral
10063,get home syracuse 6 cancelled flightled flights one routing three us sitting charlotte,negative,-0.25,Neutral
10064,british airways three hour flight delay phone 45min counting,negative,-0.3182,Neutral
